wid,practice,presentation_times,first_seen,first_word,second_word,response_type,choice,choice_rt,typing_rt,word,response,response_rt
w5c9c2c5,False,"[871.3699999998789, 933.7649999997811]",right,traitor,tractor,correct,left,1805.13499999966,2460.2299999997485,tractor,tractor,6387.5650000000605
w5c9c2c5,False,[707.1000000005588],left,frog,roost,correct,left,707.1000000005588,1551.6550000002608,frog,frog,3172.9500000001863
w5c9c2c5,False,"[2267.280000000028, 828.0299999996787]",left,rebel,jeans,correct,right,3095.3099999997066,4047.6699999999255,jeans,jeans,4925.31500000041
w5c9c2c5,False,"[1201.5899999996182, 948.800000000163]",left,personnel,elephant,correct,right,2150.389999999781,2886.539999999455,elephant,elephant,4365.840000000433
w5c9c2c5,False,[1996.9750000000931],right,bug,tread,correct,right,1996.9750000000931,2587.8949999996694,bug,bug,3144.809999999823
w5c9c2c5,False,"[1074.7549999996554, 2799.920000000391]",right,saxophone,transplant,correct,left,3874.6750000000466,4921.574999999371,transplant,transplant,7240.01999999932
w5c9c2c5,False,"[1444.994999999879, 1292.8550000005635]",left,suburb,carrot,correct,right,2737.8500000004424,3480.569999999716,carrot,carrot,4965.2949999999255
w5c9c2c5,False,"[1564.940000000177, 5432.114999999641, 3568.5750000003027]",left,stranger,ear,other,left,10565.630000000121,11512.32499999972,stranger,stange,12948.550000000047
w5c9c2c5,False,"[874.4150000002701, 1664.6899999995949]",right,captive,elbow,correct,left,2539.104999999865,3520.875000000233,elbow,elbow,4689.954999999842
w5c9c2c5,False,[2110.1699999999255],right,house,society,other,right,2110.1699999999255,2712.3099999999395,house,home,3541.45500000054
w5c9c2c5,False,[1390.265000000014],left,stairs,enemy,correct,left,1390.265000000014,2254.565000000177,stairs,stairs,3787.1500000001397
w0895751,True,"[7800.600000016857, 1971.3899999915157]",left,pizza,agent,correct,right,9771.990000008373,11472.910000011325,agent,agent,12338.320000009844
w0895751,False,[1780.624999984866],left,stranger,goat,correct,left,1780.624999984866,2966.0300000105053,stranger,stranger,4086.6749999986496
w0895751,False,[1986.639999988256],left,scapegoat,eagle,correct,left,1986.639999988256,3022.5700000009965,scapegoat,scapegoat,4588.59499997925
w0895751,False,[2741.6050000174437],left,tart,jeans,correct,left,2741.6050000174437,3257.0550000236835,tart,tart,3942.4050000088755
w0895751,False,"[1768.06500001112, 2079.054999980144]",left,gravel,permit,correct,right,3847.119999991264,4431.805000000168,permit,permit,5300.829999992857
w0895751,False,[4717.895000008866],left,cauliflower,volunteer,correct,left,4717.895000008866,5174.54499998712,cauliflower,cauliflower,6813.789999985602
w0895751,False,"[2041.335000016261, 1609.4250000023749]",left,barracuda,goddess,correct,right,3650.7600000186358,4512.264999997569,goddess,goddess,5684.025000024121
w0895751,False,[2018.9050000044517],left,finger,application,correct,left,2018.9050000044517,2502.39499998861,finger,finger,3522.865000006277
w0895751,False,[2841.4950000005774],left,idol,horse,correct,left,2841.4950000005774,3304.039999988163,idol,idol,4120.854999986477
w0895751,False,"[1646.390000008978, 1839.3299999879673]",left,territory,tomato,correct,right,3485.7199999969453,3992.1900000190362,tomato,tomato,4793.800000014016
w0895751,False,[2290.404999977909],left,saxophone,scenery,correct,left,2290.404999977909,2725.3949999867473,saxophone,saxophone,4437.109999998938
w0895751,False,"[2148.4099999943282, 1456.3600000110455]",left,octopus,keeper,correct,right,3604.7700000053737,4061.214999994263,keeper,keeper,5000.22000001627
w0895751,False,"[2443.8499999814667, 1475.8900000015274]",left,electron,cookie,correct,right,3919.739999982994,4313.02499998128,cookie,cookie,5162.644999974873
w0895751,False,"[2924.76500000339, 1462.5649999943562]",left,cactus,well,correct,right,4387.329999997746,4815.234999987297,well,well,5426.875000004657
w0895751,False,[3472.024999995483],left,fellow,refrigerator,correct,left,3472.024999995483,3852.7950000134297,fellow,fellow,4716.320000006817
w0895751,False,[2569.6049999969546],left,personnel,pig,correct,left,2569.6049999969546,3151.685000018915,personnel,personnel,5007.880000019213
w0895751,False,[1725.8100000035483],left,rouge,shoelace,other,left,1725.8100000035483,2158.4750000038184,rouge,rogue,2788.4550000017043
w0895751,False,[1565.3400000010151],left,atom,ear,correct,left,1565.3400000010151,2089.319999999134,atom,atom,2753.774999990128
w0895751,False,[2912.540000019362],left,mister,sand,correct,left,2912.540000019362,3342.4100000120234,mister,mister,4149.025000020629
w0895751,False,[1570.9349999960978],left,transplant,frog,correct,left,1570.9349999960978,1956.2199999927543,transplant,transplant,3227.569999988191
wc1c73f7,True,"[1394.9999999998836, 640, 3466, 13095, 1350, 596, 4208.000000000116]",left,seagull,donor,timeout,left,24750.0,25886.999999999884,,,
wc1c73f7,False,[2931],left,rebel,cauliflower,other,left,2931.0,4006.0,rebel,REBEL,4962.0
wc1c73f7,False,[3071.0000000001164],left,traitor,elbow,other,left,3071.0000000001164,4084.0,traitor,VILLIAN,8528.000000000116
wc1c73f7,False,"[618.9999999998836, 1462, 2509]",left,finger,consumer,other,left,4589.999999999884,6243.999999999884,finger,Finger,10449.999999999884
wc1c73f7,False,[3251.0000000001164],left,carrot,virus,correct,left,3251.0000000001164,4354.0,carrot,carrot,6777.0
wc1c73f7,False,"[6244, 2542.0000000001164]",right,fellow,tulip,correct,left,8786.000000000116,10013.0,tulip,tulip,11284.0
wc1c73f7,False,"[2442.0, 618.0, 2003.0000000001164]",left,permit,magazine,correct,left,5063.000000000116,5997.0,permit,permit,7043.0
wc1c73f7,False,"[1171, 1011.0000000001164, 393.9999999998836, 1643]",left,neck,patient,correct,right,4219.0,5175.0,patient,patient,7122.0
wc1c73f7,False,"[1677, 2553]",left,ghost,elephant,correct,right,4230.0,5164.0,elephant,elephant,6988.0
wc1c73f7,False,"[832.0, 472.0, 1238.0]",left,atom,ear,correct,left,2542.0,3093.0,atom,atom,4016.0
wc1c73f7,False,"[877.0, 2610.0]",left,apple,editorial,correct,right,3487.0,3848.0,editorial,editorial,6165.0
wc1c73f7,False,"[865.9999999998836, 2408.0000000001164]",left,quill,volunteer,correct,right,3274.0,4320.999999999884,volunteer,voluteer,6361.0
wc1c73f7,False,"[1023.0000000001164, 462.0, 1967.9999999998836]",left,goat,suburb,correct,left,3453.0,4433.0,goat,goat,6289.0
wc1c73f7,False,"[877, 3837]",left,goddess,stairs,correct,right,4714.0,5378.000000000116,stairs,stair,8708.0
wc1c73f7,False,"[663.0, 1947.0]",left,handkerchief,villain,other,right,2610.0,3500.0,villain,villian,4897.0
wc1c73f7,False,"[1282, 3026]",left,eagle,scenery,correct,right,4308.0,5546.0,scenery,scenery,10048.0
wc1c73f7,False,"[911, 473, 1317]",left,cue,shoelace,correct,left,2701.0,3173.0,cue,cue,4096.0
wc1c73f7,False,"[708, 1451, 2352]",left,mister,penguin,correct,left,4511.0,5377.0,mister,mister,6401.0
wc1c73f7,False,"[921.0000000001164, 2509]",left,bed,crook,correct,right,3430.0000000001164,4037.0,crook,crook,5151.0
wc1c73f7,False,"[619, 3228]",left,barracuda,department,correct,right,3847.0,4770.0,department,department,6728.0
w96547ae,True,"[3925.7649999998976, 3104.1199999999953, 872.2950000001583, 3128.920000000042, 758.324999999837]",left,pizza,tread,correct,left,11789.42499999993,13382.929999999702,pizza,pizza,23335.554999999702
w96547ae,False,"[1087.4649999995017, 1135.5750000003027, 1000.1800000000512, 1200.0749999997206, 2519.975000000093]",left,permit,finger,intrusion,left,6943.269999999669,7263.394999999902,permit,finger,8623.410000000149
w96547ae,False,"[815.5550000001676, 543.9399999995949, 624.0100000003586, 456.01499999978114, 1760.0100000000093]",left,scapegoat,pig,correct,left,4199.5299999999115,4519.569999999483,scapegoat,scapegoat,7015.849999999744
w96547ae,False,"[551.2849999995669, 400.22500000032596, 439.875, 432.36499999964144, 1079.7700000002515]",left,horse,mister,correct,left,2903.519999999786,3343.4949999999953,horse,horse,4679.524999999558
w96547ae,False,"[431.36500000033993, 384.0099999997765, 504.01500000047963, 1656.0149999995483]",left,department,cactus,intrusion,left,2975.4050000001444,3511.550000000163,department,quill,13039.515000000363
w96547ae,False,"[543.4400000004098, 1024.0000000003492, 712.2149999995017, 2615.955000000191]",left,rouge,bug,correct,right,4895.610000000452,6463.750000000815,bug,bug,7191.680000000866
w96547ae,False,"[615.824999999837, 599.6749999994645, 608.310000000638, 3516.1600000000326]",left,consumer,magazine,correct,right,5339.969999999972,5940.519999999204,magazine,magazine,7924.494999999297
w96547ae,False,"[463.6099999997532, 391.835000000312, 416.15999999979977, 1127.819999999716, 2248.125]",left,hamburger,volunteer,correct,left,4647.549999999581,5015.750000000466,hamburger,hamburger,7775.805000000168
w96547ae,False,"[351.60499999986496, 360.0900000000838, 391.77000000025146, 1496.0999999993946]",left,pitchfork,territory,correct,right,2599.564999999595,3271.7949999996927,territory,territory,5536.065000000293
w96547ae,False,"[446.8699999997625, 416.26499999978114, 359.910000000149, 832.1100000003353]",left,lover,frog,correct,right,2055.155000000028,2562.074999999837,frog,frog,5615.2050000000745
w96547ae,False,"[391.65000000048894, 376.070000000298, 359.90499999932945, 1000.3800000004703]",left,captive,tiger,correct,right,2128.0050000005867,2655.640000000014,tiger,tiger,3959.8400000005495
w96547ae,False,"[335.6050000002142, 344.02500000037253, 328.5150000001304, 391.40499999944586, 968.1250000003492, 495.9149999994552, 1383.8100000002887]",left,editorial,antelope,correct,left,4247.400000000256,4767.690000000643,editorial,editorial,7127.735000000102
w96547ae,False,"[312.55499999946915, 335.7550000001211, 358.9250000003958, 377.23999999987427, 2111.769999999553]",left,idol,shoelace,correct,left,3496.2449999994133,3936.43499999959,idol,idol,5248.679999999702
w96547ae,False,"[423.90500000061, 415.49500000011176, 376.5299999995623, 1519.6299999997718]",left,ghost,penguin,correct,right,2735.560000000056,3263.6700000002747,penguin,penguin,5024.5400000003865
w96547ae,False,"[431.44999999995343, 423.9150000003865, 359.53499999956694, 1128.400000000489]",left,application,flower,correct,right,2343.300000000396,2786.0300000001444,flower,flower,4703.454999999842
w96547ae,False,"[327.2550000001211, 416.1049999992829, 495.9000000008382, 432.0649999999441, 1272.00999999966]",left,neck,villain,correct,left,2943.3349999998463,3191.4049999995623,neck,neck,5967.539999999572
w96547ae,False,"[335.28999999992084, 344.1650000005029, 408.0750000003027, 543.9399999994785, 1063.930000000284]",left,walrus,agent,correct,left,2695.400000000489,3127.390000000596,walrus,walrus,4719.255000000005
w96547ae,False,"[510.9549999998417, 639.8300000000745, 544.0000000006985, 1088.2799999999115]",left,tomato,cue,correct,right,2783.065000000526,3134.9000000000233,cue,cue,4039.5800000006566
w96547ae,False,"[423.6650000002701, 456.0449999999255, 424.0149999995483, 496.00500000000466, 903.9050000001444]",left,donor,cookie,correct,left,2703.634999999893,3026.1700000001583,donor,donor,5263.899999999907
w96547ae,False,"[367.31499999947846, 368.1950000000652, 368.1500000001397, 1016.0750000004191]",left,quill,hero,correct,right,2119.7350000001024,2663.464999999618,hero,hero,3463.7050000000745
we259d03,True,"[4272, 3206, 1451]",left,personnel,gravel,correct,left,8929.0,10144.0,personnel,personnel,11976.0
we259d03,False,[2103],left,cue,ear,correct,left,2103.0,2431.0,cue,cue,2799.0
we259d03,False,[1536],left,chimney,crook,correct,left,1536.0,1888.0,chimney,chimney,3497.0
we259d03,False,[2288],left,scenery,elbow,correct,left,2288.0,2608.0,scenery,scenery,3504.0
we259d03,False,[1207],left,strawberry,captive,correct,left,1207.0,1665.0,strawberry,strawbeery,3505.0
we259d03,False,[1424],left,virus,saxophone,correct,left,1424.0,1774.0,virus,virus,2239.0
we259d03,False,[1367],left,barracuda,ghost,correct,left,1367.0,1719.0,barracuda,barracuda,2590.0
we259d03,False,"[1295, 1320]",left,department,parrot,correct,left,2615.0,4351.0,department,department,5761.0
we259d03,False,[1304],left,mister,bug,correct,left,1304.0,1576.0,mister,mister,2025.0
we259d03,False,[1271],left,pizza,critic,correct,left,1271.0,1568.0,pizza,pizza,2561.0
we259d03,False,"[1040, 1351]",left,donor,horse,correct,right,2391.0,2800.0,horse,horse,3448.0
we259d03,False,"[1303, 369, 817]",left,bed,patient,correct,left,2489.0,2824.0,bed,bed,3160.0
we259d03,False,"[2471, 1321]",left,transplant,daisy,correct,right,3792.0,4073.0,daisy,daisy,4800.0
we259d03,False,[1760],left,follower,cauliflower,correct,left,1760.0,2032.0,follower,follower,3056.0
we259d03,False,[1864],left,idol,tiger,correct,left,1864.0,2352.0,idol,idol,3025.0
we259d03,False,[1375],left,volunteer,antelope,correct,left,1375.0,1743.0,volunteer,volunteer,2864.0
we259d03,False,[1135],left,pig,stranger,correct,left,1135.0,1400.0,pig,pig,1735.0
we259d03,False,[2383],left,tart,finger,correct,left,2383.0,2632.0,tart,tart,3065.0
we259d03,False,[1056],left,rebel,cookie,correct,left,1056.0,1273.0,rebel,rebel,1737.0
we259d03,False,[920],left,consumer,tomato,correct,left,920.0,1288.0,consumer,consumer,3264.0
wc494dd0,True,"[2951.6899999998277, 6891.660000000265, 277.5449999999255, 346.1049999995157, 286.0950000004377, 253.75499999977183, 246.08499999972992, 301.8700000002282, 664.1900000004098, 2042.0649999995949, 4439.755000000354, 876.1599999997998, 4565.9399999994785]",left,banana,major,other,left,24142.91499999934,25939.164999999688,banana,\,27266.634999999893
wc494dd0,False,[4364.670000000042],left,follower,shoelace,empty,right,4364.670000000042,6263.645000000019,shoelace,,6263.74000000034
wc494dd0,False,[3271.0800000004238],left,community,elbow,correct,left,3271.0800000004238,3990.4800000003306,community,community,5374.214999999851
wc494dd0,False,[3093.520000000368],right,walrus,department,correct,right,3093.520000000368,4205.3050000004005,walrus,walrus,5079.1699999999255
wc494dd0,False,[623.5649999998277],left,stable,pitchfork,correct,left,623.5649999998277,1329.6749999999302,stable,stable,2513.4449999995995
wc494dd0,False,[391.38000000000466],left,handkerchief,virus,correct,left,391.38000000000466,1481.3949999997858,handkerchief,handkerchief,4435.13499999966
wc494dd0,False,[667.7200000003213],left,transplant,penguin,correct,left,667.7200000003213,1433.7500000001164,transplant,transplant,2849.374999999767
wc494dd0,False,"[1324.000000000582, 1354.0849999998463]",left,barracuda,suburb,correct,right,2678.0850000004284,3445.58000000054,suburb,suburbs,4825.420000000158
wc494dd0,False,[1951.7150000002002],left,tulip,winner,correct,left,1951.7150000002002,2715.5350000002654,tulip,tulip,4913.360000000452
wc494dd0,False,[2032.8950000002515],right,tractor,tart,correct,right,2032.8950000002515,2638.6149999998743,tractor,tractor,4069.594999999972
wc494dd0,False,"[275.42499999981374, 491.1899999997113, 1233.8300000000745]",left,goat,captive,correct,left,2000.4449999995995,2780.3899999998976,goat,goat,3336.234999999753
wc494dd0,False,"[318.64499999943655, 423.15000000048894, 799.979999999865]",left,critic,ear,correct,left,1541.7749999997905,2113.7399999998743,critic,critic,4069.634999999893
wc494dd0,False,"[313.3900000002468, 306.0999999997439, 1294.055000000284]",left,ozone,stairs,correct,left,1913.5450000002747,2447.2900000000373,ozone,ozone,3111.205000000191
wc494dd0,False,[1657.619999999879],left,fellow,house,correct,left,1657.619999999879,2047.4250000006286,fellow,fellow,3815.6000000007916
wc494dd0,False,[1639.680000000284],left,scapegoat,seagull,correct,left,1639.680000000284,2097.9150000003865,scapegoat,scapegoat,3387.464999999851
wc494dd0,False,[1561.9250000008615],left,pizza,crook,correct,left,1561.9250000008615,2347.575000000652,pizza,pizza,3361.505000000703
wc494dd0,False,"[1157.615000000107, 1720.0699999993667]",left,elephant,society,correct,right,2877.684999999474,3287.690000000177,society,society,4889.54999999993
wc494dd0,False,"[589.6499999999069, 1853.9549999996088]",left,roost,frog,correct,right,2443.6049999995157,2833.429999999702,frog,frog,3619.5049999996554
wc494dd0,False,"[133.69500000041444, 920.0499999998137, 1868.3449999998556]",left,lover,flower,intrusion,right,2922.090000000084,3235.644999999786,flower,lover,4289.635000000126
wc494dd0,False,[1735.8850000000093],right,eagle,tread,correct,right,1735.8850000000093,2095.5149999998976,eagle,eagle,3027.605000000214
wdcb5cc1,True,[6029.890000005253],left,application,pizza,correct,left,6029.890000005253,6852.614999981597,application,application,8777.230000006966
wdcb5cc1,False,[2765.559999970719],left,baby,crook,correct,left,2765.559999970719,3472.35999989789,baby,baby,4532.520000007935
wdcb5cc1,False,[1621.4550000149757],right,house,vagrant,correct,right,1621.4550000149757,2439.619999960996,house,house,3859.305000049062
wdcb5cc1,False,[1677.7000000001863],left,personnel,shoelace,other,left,1677.7000000001863,3351.200000033714,personnel,personel,4997.949999989942
wdcb5cc1,False,[1758.185000042431],left,idol,apple,correct,left,1758.185000042431,2387.0399999432266,idol,idol,3734.954999992624
wdcb5cc1,False,[1575.0649999827147],left,agent,stairs,correct,left,1575.0649999827147,1999.2050000000745,agent,agent,3077.1500000264496
wdcb5cc1,False,"[1491.2000000476837, 2081.869999994524]",left,fellow,quill,correct,right,3573.0700000422075,4345.259999972768,quill,quill,5535.219999961555
wdcb5cc1,False,"[1260.439999983646, 1497.014999971725]",left,major,eagle,correct,right,2757.454999955371,3281.2849999172613,eagle,eagle,4794.475000002421
wdcb5cc1,False,[1533.2150000613183],left,mister,ear,correct,left,1533.2150000613183,1911.2750000786036,mister,mister,2845.354999997653
wdcb5cc1,False,"[1112.5400000019, 2810.799999977462]",left,volunteer,pitchfork,correct,right,3923.339999979362,4504.41499997396,pitchfork,pitchfork,6235.174999921583
wdcb5cc1,False,"[1468.3400000212714, 5940.865000011399]",left,scenery,chimney,correct,right,7409.205000032671,8105.054999934509,chimney,chimney,11664.469999959692
wdcb5cc1,False,[3587.9900000290945],left,empire,strawberry,correct,left,3587.9900000290945,4325.985000003129,empire,empire,5119.189999997616
wdcb5cc1,False,[1917.4150000326335],left,tomato,electron,correct,left,1917.4150000326335,2349.3950000265613,tomato,tomato,3403.3849999541417
wdcb5cc1,False,[1834.154999931343],left,ozone,flower,correct,left,1834.154999931343,2177.03000002075,ozone,ozone,3280.045000021346
wdcb5cc1,False,[1873.6350000835955],left,tulip,society,correct,left,1873.6350000835955,2279.3100000126287,tulip,tulip,3388.4000000543892
wdcb5cc1,False,[1702.2800000850111],left,cue,saxophone,correct,left,1702.2800000850111,1991.6550000198185,cue,cue,3223.3600000618026
wdcb5cc1,False,"[2347.355000092648, 2234.7899999003857]",left,community,octopus,correct,right,4582.144999993034,4919.400000013411,octopus,octopus,6154.075000085868
wdcb5cc1,False,[2248.439999995753],right,pillow,hero,correct,right,2248.439999995753,2562.519999919459,pillow,pillow,4134.489999967627
wdcb5cc1,False,[2391.1450000014156],right,dandelion,virus,correct,right,2391.1450000014156,2667.3450000816956,dandelion,dandilion,7200.130000011995
wdcb5cc1,False,[1769.215000094846],right,parrot,ghost,correct,right,1769.215000094846,2015.2050000615418,parrot,parrot,3055.7950000511482
web07b1b,True,"[1387.5100000295788, 6074.13500000257, 510.90500003192574, 553.9850000059232, 12523.169999942183, 587.8350000130013, 359.4400000292808, 4662.18999994453, 500.7450000848621, 1209.6199999796227, 677.73999995552, 1043.8650000141934]",left,rebel,tractor,timeout,,,,,,
web07b1b,False,[3144.2700000479817],left,octopus,stranger,correct,left,3144.2700000479817,4032.050000037998,octopus,octopus,5937.204999965616
web07b1b,False,[],,,,other,right,,,fellow,idk,
web07b1b,False,[2730.504999984987],left,finger,patient,intrusion,right,2730.504999984987,6131.669999915175,patient,finger,7449.449999956414
web07b1b,False,"[2136.8400000501424, 1227.6800000108778, 3034.2049999162555]",left,flower,critic,correct,left,6398.724999977276,7493.95499995444,flower,flower,8676.41499999445
web07b1b,False,[],,,,other,left,,,pitchfork,idk,
web07b1b,False,"[980.3649999666959, 2316.2500000325963, 3054.0850000688806]",left,daisy,well,correct,left,6350.700000068173,7604.6100000385195,daisy,dasiy,10218.884999980219
web07b1b,False,[2585.975000052713],left,magazine,department,correct,left,2585.975000052713,3187.9900000058115,magazine,magazinee,5422.830000054091
web07b1b,False,"[991.9750000117347, 3314.0650000423193]",left,personnel,horse,correct,right,4306.040000054054,5129.830000107177,horse,horse,7586.750000016764
web07b1b,False,"[740.1399998925626, 3933.445000089705, 1837.5900000100955, 4590.764999971725]",left,consumer,tomato,intrusion,right,11101.939999964088,12430.909999995492,tomato,apple,13244.115000008605
web07b1b,False,"[786.8550000712276, 2717.839999939315, 1685.42500003241, 3311.8849999736995]",left,tread,eagle,other,left,8502.005000016652,9643.810000037774,tread,jdkcd,10607.825000071898
web07b1b,False,[4331.869999994524],right,permit,gravel,correct,right,4331.869999994524,4876.994999940507,permit,permit,6527.364999987185
web07b1b,False,"[1695.6250000512227, 3275.74499999173]",right,goddess,cookie,correct,left,4971.370000042953,5442.090000025928,cookie,cookie,6543.925000005402
web07b1b,False,"[948.839999968186, 3093.430000008084, 1085.7349999714643, 2835.6800000183284]",right,baby,scapegoat,correct,left,7963.684999966063,8317.994999932125,scapegoat,scapegoat,11085.324999992736
web07b1b,False,[2781.1499999370426],right,ghost,parrot,correct,right,2781.1499999370426,3754.7199999680743,ghost,ghost,5178.09999990277
web07b1b,False,"[1171.5499999700114, 2870.1250000158325]",right,traitor,bed,correct,left,4041.674999985844,4648.410000023432,bed,bed,5175.825000042096
web07b1b,False,"[1912.30500000529, 923.354999977164, 2550.5450000055134, 9668.645000085235]",right,empire,chimney,timeout,,,,,,
web07b1b,False,"[946.3150000665337, 703.1899999128655, 2912.955000065267, 2205.130000016652, 8295.78499996569]",right,transplant,bug,timeout,,,,,,
web07b1b,False,"[2547.1400000387803, 3482.7499999664724]",left,hero,goat,correct,right,6029.890000005253,6771.650000009686,goat,goat,8244.530000025406
web07b1b,False,"[1609.8249999340624, 968.3850000146776, 566.4350000442937, 1461.1099999165162]",left,keeper,penguin,correct,right,4605.75499990955,5373.734999913722,penguin,penguin,6899.709999910556
w9f35141,True,"[763.4699999762233, 799.170000012964, 787.2649999917485, 202.4200000159908]",left,society,tulip,correct,left,2552.3249999969266,3576.6049999801908,society,society,4600.199999986216
w9f35141,False,[1360.9550000110175],left,antelope,tread,correct,left,1360.9550000110175,2002.535000006901,antelope,antlope,3172.084999998333
w9f35141,False,[2598.3950000081677],left,virus,cactus,correct,left,2598.3950000081677,3588.480000005802,virus,virus,4432.180000003427
w9f35141,False,[1484.3200000177603],left,agent,tractor,correct,left,1484.3200000177603,2114.499999996042,agent,agent,2845.625000016298
w9f35141,False,[922.0849999983329],left,seagull,hero,correct,left,922.0849999983329,1608.620000013616,seagull,seagull,2598.4750000061467
w9f35141,False,[1011.7549999849871],left,fellow,magazine,correct,left,1011.7549999849871,1462.0249999861699,fellow,fellow,2339.4499999994878
w9f35141,False,[933.1200000015087],left,saxophone,critic,correct,left,933.1200000015087,1473.31000000122,saxophone,saxophone,2992.0299999939743
w9f35141,False,[775.7550000096671],left,tiger,lover,correct,left,775.7550000096671,1282.7000000106636,tiger,tiger,1822.0950000104494
w9f35141,False,[933.5300000093412],left,sand,scenery,correct,left,933.5300000093412,1439.8450000153389,sand,sand,1912.3100000142585
w9f35141,False,[640.6600000045728],left,captive,ear,correct,left,640.6600000045728,1484.8199999833014,captive,captive,2227.09999998915
w9f35141,False,[550.4149999760557],left,permit,quill,correct,left,550.4149999760557,1192.0499999832828,permit,permit,1810.5049999721814
w9f35141,False,[618.0849999946076],left,crook,octopus,correct,left,618.0849999946076,1113.454999984242,crook,crook,2069.6549999993294
w9f35141,False,[640.6499999866355],left,refrigerator,empire,correct,left,640.6499999866355,1327.2799999976996,refrigerator,refrigerator,2935.9849999891594
w9f35141,False,[516.9349999923725],left,shoelace,villain,correct,left,516.9349999923725,1383.5249999829102,shoelace,shoelace,2440.919999993639
w9f35141,False,[978.2350000168663],left,penguin,major,correct,left,978.2350000168663,1417.155000002822,penguin,penguin,2351.135000004433
w9f35141,False,[888.3400000049733],left,application,cauliflower,correct,left,888.3400000049733,1214.9849999987055,application,application,3014.889999991283
w9f35141,False,[764.4750000035856],left,scapegoat,goat,correct,left,764.4750000035856,1169.6999999985565,scapegoat,scapegoat,2564.7849999950267
w9f35141,False,[617.820000014035],left,follower,strawberry,correct,left,617.820000014035,1203.2450000115205,follower,follower,2125.4900000058115
w9f35141,False,[584.6400000154972],left,walrus,personnel,correct,left,584.6400000154972,1507.435000006808,walrus,walrus,4353.530000022147
w9f35141,False,[505.7249999954365],left,gravel,volunteer,correct,left,505.7249999954365,1608.5800000000745,gravel,gravel,2992.0249999850057
w2c87b6d,True,"[2435.3750000009313, 7670.120000024326, 586.1949999816716, 2282.1500001009554, 1095.714999944903]",left,department,pillow,intrusion,left,14069.555000052787,20350.965000106953,department,elbow,22482.01500007417
w2c87b6d,False,"[846.3650000048801, 1593.7200000043958]",left,octopus,community,correct,right,2440.085000009276,2995.989999966696,community,community,5589.574999990873
w2c87b6d,False,"[741.4250000147149, 3070.494999992661]",left,magazine,grizzly,correct,right,3811.920000007376,4135.114999953657,grizzly,grizzly,5389.775000046939
w2c87b6d,False,"[826.0250000748783, 1919.2699999548495]",left,cue,pizza,correct,right,2745.295000029728,3304.6350000659004,pizza,pizza,4179.394999984652
w2c87b6d,False,"[874.26999991294, 1352.9650000855327]",left,electron,jeans,correct,right,2227.2349999984726,2635.520000010729,jeans,jeans,3603.529999963939
w2c87b6d,False,"[905.8250000234693, 1731.305000022985]",left,bed,rebel,correct,left,2637.1300000464544,3843.100000056438,bed,bed,4274.685000069439
w2c87b6d,False,"[800.2899999264628, 1380.059999995865]",left,goat,villain,correct,left,2180.3499999223277,2610.2399999508634,goat,goat,3373.579999897629
w2c87b6d,False,"[861.934999935329, 1318.8200000440702]",left,banana,donor,correct,left,2180.754999979399,2949.529999983497,banana,banana,3984.0250000124797
w2c87b6d,False,"[869.194999919273, 1996.5450000017881]",left,empire,tiger,correct,left,2865.739999921061,3239.6350000053644,empire,empire,4163.079999969341
w2c87b6d,False,"[864.6200000075623, 1159.9949999945238]",left,society,baby,correct,right,2024.6150000020862,2453.2800000160933,baby,baby,3494.9999999953434
w2c87b6d,False,"[708.2099999533966, 928.7400000030175]",left,ear,volunteer,correct,left,1636.949999956414,1882.0950000081211,ear,ear,2467.049999977462
w2c87b6d,False,"[650.6000000517815, 1154.3999999994412]",left,scapegoat,apple,correct,left,1805.0000000512227,2234.279999975115,scapegoat,scapegoat,4164.4150000065565
w2c87b6d,False,"[840.6550000654534, 1475.4199999151751]",left,critic,elbow,correct,right,2316.0749999806285,2669.2100000800565,elbow,elbow,4824.88500000909
w2c87b6d,False,"[937.5950000248849, 1987.0250000385568]",left,cauliflower,ozone,correct,left,2924.6200000634417,3989.159999997355,cauliflower,cauliflower,6477.450000005774
w2c87b6d,False,"[776.3450000202283, 1548.0400000233203]",left,daisy,fellow,correct,right,2324.3850000435486,2617.8950000321493,fellow,fellow,3629.060000064783
w2c87b6d,False,"[1039.5149999530986, 921.7300000600517]",left,idol,seagull,correct,left,1961.2450000131503,2311.7749999510124,idol,idol,3159.280000021681
w2c87b6d,False,"[806.5049999859184, 1285.344999982044]",left,bug,atom,correct,right,2091.8499999679625,2353.2000000122935,atom,atom,3255.224999971688
w2c87b6d,False,"[807.4199999682605, 2171.074999962002]",left,winner,horse,correct,right,2978.4949999302626,3257.009999942966,horse,horse,8221.76500002388
w2c87b6d,False,"[837.8549999324605, 1061.6500000469387]",left,cookie,follower,correct,left,1899.5049999793991,2226.3350000139326,cookie,cookie,3081.294999923557
w2c87b6d,False,"[1143.4299999382347, 3805.8400000445545]",left,house,lover,correct,right,4949.269999982789,5145.459999912418,lover,lover,6017.154999892227
w9f343d2,True,"[1616.9750000007916, 4044.9700000026496]",left,penguin,rouge,timeout,left,5661.945000003441,24896.01000000036,,,
w9f343d2,False,"[3460.340000001481, 1698.3099999997066]",left,tomato,roost,other,left,5158.650000001187,7185.460000000661,tomato,sky,14681.660000002012
w9f343d2,False,[],,,,other,left,,,tiger,dog,
w9f343d2,False,[],,,,timeout,left,,,,,
