wid,practice,presentation_times,first_seen,first_word,second_word,choice,choice_rt,typing_rt,response_type,word,response,response_rt
wf12c119,False,"[118.39999985694885, 3899.800000190735]",left,department,sand,right,4018.2000000476837,9262.299999952316,correct,sand,sand,9894.700000047684
wf12c119,False,"[98.10000014305115, 269.5, 348.0, 398.7999999523163, 1827.5999999046326]",left,elbow,application,left,2942.0,3729.2000000476837,correct,elbow,elbow,4306.5
wf12c119,False,"[93.5, 1569.0, 876.0999999046326]",left,virus,cactus,left,2538.5999999046326,3036.5,correct,virus,virus,3569.5
wf12c119,False,"[93.90000009536743, 1638.6999998092651]",left,mister,cookie,right,1732.5999999046326,2100.9000000953674,correct,cookie,cookie,2788.4000000953674
wf12c119,False,"[139.29999995231628, 990.7000000476837, 1230.4000000953674, 462.39999985694885, 712.4000000953674]",right,donor,antelope,right,3535.2000000476837,4631.400000095367,intrusion,donor,bed,4915.0
wf12c119,False,"[188.40000009536743, 134.79999995231628, 383.09999990463257, 1643.6000001430511]",left,hero,chimney,right,2349.9000000953674,2852.9000000953674,correct,chimney,chimney,3605.0
wf12c119,False,"[506.7999999523163, 1444.0999999046326]",left,stable,baby,right,1950.8999998569489,2225.899999856949,correct,baby,baby,2618.5999999046326
wf12c119,False,"[143.90000009536743, 125.19999980926514, 114.20000004768372, 144, 344.40000009536743, 253.39999985694885, 1534.5]",right,patient,frog,right,2659.5999999046326,2788.9000000953674,other,patient,mall,3281.7999999523163
wf12c119,False,"[128.5, 129.40000009536743, 163.29999995231628, 165.0, 488.5, 1718.0999999046326, 682.1000001430511]",right,bed,follower,right,3474.9000000953674,3718.7999999523163,correct,bed,bed,4152.299999952316
wf12c119,False,"[93.5, 154.59999990463257, 592.9000000953674, 318.40000009536743, 1534.1999998092651]",left,eagle,community,left,2693.5999999046326,2976.9000000953674,correct,eagle,eagle,3520.0
wf12c119,False,"[162.90000009536743, 130.09999990463257, 154.10000014305115, 174.59999990463257, 124.0, 383.7000000476837, 340.5, 356.89999985694885, 686.9000000953674, 2226.5999999046326, 7998.400000095367, 1195.0999999046326]",left,consumer,flower,right,13933.799999952316,14158.0,correct,flower,flower,14821.0
wf12c119,False,"[432.2000000476837, 717.5999999046326, 273.40000009536743, 932.0]",left,volunteer,handkerchief,right,2355.2000000476837,2823.2999999523163,other,handkerchief,hankercheif,4366.700000047684
wf12c119,False,"[132.80000019073486, 449.0, 1588.5, 1130.6999998092651, 373.10000014305115, 524.0, 2026.0]",left,keeper,jeans,right,6224.100000143051,7165.600000143051,intrusion,jeans,bed,7429.300000190735
wf12c119,False,"[139.70000004768372, 129.59999990463257, 135.30000019073486, 108.29999995231628, 124.89999985694885, 114.10000014305115, 145.20000004768372, 861.5999999046326]",right,tulip,atom,left,1758.7000000476837,2042.4000000953674,correct,atom,atom,2500.7999999523163
wf12c119,False,"[129.30000019073486, 114.39999985694885, 134.60000014305115, 114.0, 125.5, 124.29999995231628, 124.0, 1170.2999999523163]",right,crook,elephant,left,2036.4000000953674,2395.2000000476837,correct,elephant,elephant,3316.600000143051
wf12c119,False,"[123.29999995231628, 120.29999995231628, 124.59999990463257, 123.70000004768372, 129.70000004768372, 503.7000000476837, 651.8999998569489]",left,ozone,daisy,left,1777.1999998092651,2161.199999809265,correct,ozone,ozone,2717.7999999523163
wf816f3f,True,"[8689, 11653]",left,roost,octopus,left,20342.0,,timeout,,,
wf816f3f,False,"[5825, 4291]",left,tread,elephant,right,10116.0,11262.0,timeout,,,
wf816f3f,False,[6616],right,eagle,grizzly,right,6616.0,7583.0,intrusion,eagle,atom,10928.0
wf816f3f,False,[2133],left,banana,territory,left,2133.0,3337.0,correct,banana,banana,8173.0
wf816f3f,False,[],,,,left,,,timeout,,,
wf816f3f,False,"[2537, 10063]",left,suburb,house,left,12600.0,14122.0,timeout,,,
wf816f3f,False,"[2779, 8769]",left,atom,ear,right,11548.0,12772.0,intrusion,ear,bed,14308.0
wf816f3f,False,[2372],left,society,pillow,left,2372.0,3749.0,correct,society,soc iety,14837.0
wf816f3f,False,[2127],left,patient,shoelace,left,2127.0,3191.0,correct,patient,patient,9073.0
wf816f3f,False,"[1552, 7048]",left,flower,rouge,right,8600.0,10280.0,intrusion,rouge,atom,13232.0
wf816f3f,False,"[2082, 7020]",left,saxophone,ozone,right,9102.0,10416.0,intrusion,ozone,tulip,13533.0
wf816f3f,False,"[7144, 7871]",left,gravel,stable,,,,timeout,,,
wf816f3f,False,[6350],left,finger,idol,left,6350.0,7975.0,correct,finger,finger,11990.0
wf816f3f,False,[3576],left,pitchfork,agent,left,3576.0,4846.0,correct,pitchfork,pitchfork,12714.0
wf816f3f,False,"[4984, 7208]",left,pizza,editorial,left,12192.0,13365.0,timeout,,,
wf816f3f,False,[3300],left,tulip,major,left,3300.0,5004.0,correct,tulip,tulip,8563.0
wf816f3f,False,"[1719, 13317]",left,bug,scenery,,,,timeout,,,
wf816f3f,False,"[2971, 12062]",left,community,barracuda,,,,timeout,,,
wf816f3f,False,[11973],left,rebel,dandelion,left,11973.0,12837.0,timeout,,,
wf816f3f,False,[1680],left,bed,fellow,left,1680.0,2415.0,correct,bed,bed,4006.0
