word,pRecall,Size,Animacy,nLet,nSyl,WFlog,CDlog,Prevalence,ONsize,AoA,Concreteness,NoF,BOI,Arousal,Valence,Dominance,Graspability,Pantomime,Action,Danger,Usefulness
SKIRT,0.819277108,0.742574257,0.046391753,5,1,2.706717782,2.586587305,2.575829304,3,5.67,4.82,15,6.041666667,5.41,6.18,5.86,NaN,NaN,NaN,NaN,NaN
SKULL,0.647058824,0.771084337,0.176470588,5,1,2.875639937,2.702430536,2.325396632,3,6.33,4.83,NaN,NaN,6.21,3.98,4.19,NaN,NaN,NaN,NaN,NaN
SKUNK,0.612244898,0.473333333,0.923976608,5,1,2.222716471,2.033423755,2.06887634,5,5.32,4.88,5,3.6,6.38,3.38,4.04,NaN,NaN,NaN,NaN,NaN
SKYSCRAPER,0.794520548,0.057142857,0.074626866,10,3,1.612783857,1.531478917,2.435654748,0,8.26,4.76,8,4.086956522,5.9,5.51,5.25,2.586206897,4.172413793,2.666666667,3.1875,3.433333333
SLACKS,0.658227848,0.660714286,0.032467532,6,1,1.755874856,1.633468456,2.434481277,9,NaN,4.57,8,6.103448276,4.31,5.33,NaN,NaN,NaN,NaN,NaN,NaN
SLEEVE,0.759493671,0.869346734,0.015463918,6,1,2.457881897,2.383815366,2.431149076,2,4.94,4.84,10,5.798376184,4.24,5.32,6.05,5.034482759,4.1875,2.535714286,1.413793103,2.714285714
SLEIGH,0.711864407,0.154545455,0.072727273,6,1,2.225309282,1.857332496,2.252142742,0,6,4.71,9,4.84,4.73,6.15,5.85,3.965517241,4.3125,2.107142857,1.586206897,2.942857143
SLIDE,0.656565657,0.203883495,0.009803922,5,1,2.959041392,2.755874856,2.575829304,5,4.79,4.48,19,5.130434783,4.92,6.24,5.5,NaN,NaN,NaN,NaN,NaN
SLIME,0.654545455,0.882978723,0.044247788,5,1,2.152288344,2.029383778,2.318520454,5,6.78,4.48,15,4.37037037,5.91,2.97,4.04,NaN,NaN,NaN,NaN,NaN
SLOPE,0.704225352,0.268292683,0.036363636,5,1,2.178976947,2.08278537,2.247711463,4,8.67,4.07,14,3.2,4.71,5.14,4.5,NaN,NaN,NaN,NaN,NaN
SLUG,0.6875,0.961290323,0.827380952,4,1,2.404833717,2.278753601,2.318520454,9,6,4.64,15,4.434782609,5.06,3.45,4.56,NaN,NaN,NaN,NaN,NaN
SMOG,0.4375,0.372340426,0.042857143,4,1,1.748188027,1.672097858,2.176640657,2,10.47,4.14,NaN,2.708333333,5.7,2.7,2.89,NaN,NaN,NaN,NaN,NaN
SNACK,0.686956522,0.949526814,0.036630037,5,1,2.669316881,2.542825427,2.575829304,8,2.78,4.36,18,6.142857143,4.95,6.68,5.88,NaN,NaN,NaN,NaN,NaN
SNAIL,0.581395349,0.95412844,0.850393701,5,1,1.959041392,1.740362689,2.171419218,2,5.79,4.93,8,4.52173913,3.93,4.49,5.58,6.344827586,4.724137931,1.96969697,1.28125,3
SNAKE,0.651162791,0.729411765,0.901477833,5,1,3.057285644,2.721810615,2.271088964,6,5.1,5,21,3.956521739,6.89,3.64,3.65,NaN,NaN,NaN,NaN,NaN
SNEAKER,0.573770492,0.864864865,0.035714286,7,2,1.556302501,1.397940009,2.336771394,2,6.25,4.69,NaN,6.48,4.7,5.76,6.31,NaN,NaN,NaN,NaN,NaN
SNOB,0.941176471,0.152777778,0.802083333,4,1,2.049218023,1.939519253,2.440700073,6,9.32,2.7,18,2.52,6.09,2.77,4.81,NaN,NaN,NaN,NaN,NaN
SNORKEL,0.589041096,0.773993808,0.026717557,7,2,1.505149978,1.342422681,2.119034029,0,9.11,4.56,NaN,4.814814815,5.12,5.72,4.96,NaN,NaN,NaN,NaN,NaN
SOAP,0.657142857,0.971223022,0.008849558,4,1,2.889861721,2.712649702,2.444885938,6,3.17,4.93,22,6.434782609,4.14,6.08,5.32,NaN,NaN,NaN,NaN,NaN
SOCIETY,0.604651163,0.082089552,0.576470588,7,4,3.225309282,3.011147361,2.33414028,0,8.7,2.54,18,NaN,5.67,5.28,6.32,NaN,NaN,NaN,NaN,NaN
SOCK,0.65,0.947712418,0.028301887,4,1,2.661812686,2.481442629,2.575829304,15,2.94,4.91,8,5.833333333,4.06,5.32,5.14,NaN,NaN,NaN,NaN,NaN
SOCKET,0.637931034,0.90070922,0.016260163,6,2,1.919078092,1.886490725,2.252142742,5,8.06,4.32,13,5.24,4.87,4.98,5.42,NaN,NaN,NaN,NaN,NaN
SODA,0.763157895,0.989010989,0.036144578,4,2,3.005609445,2.824776462,2.443606318,5,4.42,4.97,12,6.47826087,5.1,6.21,6.04,NaN,NaN,NaN,NaN,NaN
SOFA,0.616438356,0.09375,0.025641026,4,2,2.477121255,2.356025857,2.337204151,4,4.5,4.9,10,6.608695652,3.25,6.18,5.84,NaN,NaN,NaN,NaN,NaN
SOFTBALL,0.662337662,0.885572139,0.01744186,8,2,2.064457989,1.826074803,2.331901333,0,6.42,4.89,15,5.75,5.01,5.59,5.4,NaN,NaN,NaN,NaN,NaN
SOLDIER,0.75,0.08988764,0.887931034,7,2,3.297979244,2.919601024,2.330993649,1,6.94,4.72,13,4.56,6.59,5.22,5.84,3.275862069,5.5625,2.964285714,3.75862069,4.542857143
SPACE,0.693548387,0.167701863,0.052631579,5,1,3.527629901,3.224014811,2.32915707,7,5.67,3.54,25,NaN,5.03,6.39,4.98,NaN,NaN,NaN,NaN,NaN
SPAGHETTI,0.52173913,0.905882353,0.053333333,9,3,2.481442629,2.290034611,2.425673739,0,4.33,5,13,6,4.68,6.67,5.92,6.034482759,4.75862069,2.151515152,1.28125,3.866666667
SPARROW,0.737704918,0.790178571,0.923333333,7,2,2.127104798,1.770852012,2.094000374,0,7.4899,4.85,5,3.869565217,4.26,6.24,4.68,NaN,NaN,NaN,NaN,NaN
SPATULA,0.682352941,0.956756757,0.015306122,7,3,1.755874856,1.505149978,2.436521977,0,7.32,4.96,16,5.708333333,4.35,5.28,6.41,NaN,NaN,NaN,NaN,NaN
SPHINX,0.717391304,0.133333333,0.436781609,6,1,1.72427587,1.505149978,2.180461078,0,10.22,4.83,11,3.12,5.28,5.83,5.27,2.24137931,3.896551724,1.848484848,2.28125,3.2
SPICE,0.754098361,0.948051948,0.06870229,5,1,2.432969291,2.209515015,2.575829304,10,6.78,4.54,17,5.125,5.52,6.17,6,NaN,NaN,NaN,NaN,NaN
SPIDER,0.723076923,0.914893617,0.886792453,6,2,2.712649702,2.365487985,2.438224232,5,3.43,4.97,12,5.32,6.95,3.04,3.74,NaN,NaN,NaN,NaN,NaN
SPINACH,0.689655172,0.956937799,0.464454976,7,2,2.117271296,1.959041392,2.160512923,0,4.94,4.77,14,4.96,4.42,5.36,5.46,6.275862069,3.068965517,2.575757576,1.375,3.866666667
SPINE,0.657894737,0.339805825,0.184210526,5,1,2.46834733,2.383815366,2.323471329,10,7.35,4.88,10,4.8,5.18,5.09,5.52,NaN,NaN,NaN,NaN,NaN
SPIT,0.567164179,0.968586387,0.035532995,4,1,2.994756945,2.870988814,2.435654748,10,5.06,4.71,23,4.391304348,6.03,2.94,4.36,4.517241379,6.034482759,2.03030303,2.1875,3.866666667
SPONGE,0.592307692,0.939490446,0.177570093,6,1,2.53529412,2.357934847,2.575829304,1,5,5,18,6.5,4.13,5.19,6,6.517241379,4.137931034,3.060606061,1.125,2.933333333
SPOOL,0.592592593,0.957746479,0.026086957,5,1,1.431363764,1.278753601,1.888119564,6,8,4.62,5,4.52173913,4.21,5.18,5.08,NaN,NaN,NaN,NaN,NaN
SPOON,0.696202532,0.980519481,0.022222222,5,1,2.589949601,2.432969291,2.436234111,5,2.5,4.96,12,6.115384615,4.21,5.64,5.18,NaN,NaN,NaN,NaN,NaN
SPOUSE,0.857142857,0.102564103,0.943396226,6,1,1.991226076,1.908485019,2.336337007,0,9.94,3.85,11,NaN,5.02,6.82,4.73,NaN,NaN,NaN,NaN,NaN
SPRINKLE,0.654205607,0.943262411,0.0433213,8,2,1.875061263,1.838849091,2.426670336,0,5.5,3.82,19,3.896551724,4.45,6.22,5.5,NaN,NaN,NaN,NaN,NaN
SPY,0.639344262,0.131067961,0.931451613,3,1,3.010299957,2.712649702,2.575829304,7,8,4.14,NaN,3.454545455,6.39,3.98,3.84,NaN,NaN,NaN,NaN,NaN
SQUID,0.73255814,0.395348837,0.924528302,5,1,2.152288344,1.880813592,2.238448598,2,7.32,4.71,14,4,5.62,4.4,4.89,NaN,NaN,NaN,NaN,NaN
SQUIRREL,0.819672131,0.801020408,0.95532646,8,2,2.447158031,2.220108088,2.337204151,0,4.44,4.89,11,4.346153846,4.76,6.04,5.62,5.482758621,4.620689655,2.090909091,1.5625,3.433333333
STABLE,0.626666667,0.115384615,0.135135135,6,2,2.828659897,2.689308859,2.166725979,3,8.9,3.77,13,3.92,3.84,5.75,6.33,NaN,NaN,NaN,NaN,NaN
STADIUM,0.820895522,0.037037037,0.098591549,7,3,2.495544338,2.267171728,2.327760737,0,7,4.79,19,4.08,6.01,5.79,5,NaN,NaN,NaN,NaN,NaN
STAFF,0.589041096,0.096045198,0.752475248,5,1,3.212986185,2.994756945,2.433588022,2,10,4.36,23,4.928571429,5.04,5.22,6.26,NaN,NaN,NaN,NaN,NaN
STAGE,0.6,0.153846154,0.095652174,5,1,3.366422957,3.070776463,2.443347351,8,6.32,4.64,19,4.875,5.44,5.55,4.5,NaN,NaN,NaN,NaN,NaN
STAIRS,0.723404255,0.133333333,0.067567568,6,1,3.083860801,2.92788341,2.575829304,1,4.22,5,18,5.88,5,5.1,5.57,NaN,NaN,NaN,NaN,NaN
STAKE,0.715789474,0.740384615,0.035502959,5,1,2.928395852,2.824125834,2.429897515,10,8.47,4.21,NaN,4.36,5.41,4.59,4.52,NaN,NaN,NaN,NaN,NaN
STALLION,0.824561404,0.0625,0.944444444,8,2,2.214843848,1.982271233,2.246583359,1,9.42,4.72,NaN,4.88,5.8,6.18,6.56,NaN,NaN,NaN,NaN,NaN
STAMP,0.52,0.957627119,0.008403361,5,1,2.481442629,2.348304863,2.321514965,4,6.33,4.7,13,5.304347826,4.53,5.33,6.69,NaN,NaN,NaN,NaN,NaN
STAPLE,0.569620253,0.961748634,0.020408163,6,2,1.763427994,1.716003344,2.416811038,1,7.18,4.34,11,5.32,4.8,5.07,4.76,NaN,NaN,NaN,NaN,NaN
STAPLER,0.542857143,0.947916667,0.02484472,7,3,1.653212514,1.491361694,1.954726296,3,5.83,4.62,9,6.458333333,4.8,5.18,6.42,NaN,NaN,NaN,NaN,NaN
STAR,0.704225352,0.263157895,0.182432432,4,1,3.618048097,3.260548373,2.192050366,9,3.89,4.69,16,1.916666667,4.98,6.93,5.82,NaN,NaN,NaN,NaN,NaN
STATUE,0.603174603,0.109243697,0.027027027,6,2,2.733197265,2.50242712,2.437094116,1,7.55,4.93,17,4.777777778,4.43,5.7,4.95,NaN,NaN,NaN,NaN,NaN
STEAM,0.59375,0.712460064,0.027667984,5,1,2.836956737,2.611723308,2.575829304,3,6.26,4.5,18,3.862068966,4.93,5.47,4.84,NaN,NaN,NaN,NaN,NaN
STEM,0.691358025,0.902564103,0.412790698,4,1,2.06069784,1.982271233,1.961686496,5,7.26,4.63,NaN,4.666666667,4.3,5.33,6.19,NaN,NaN,NaN,NaN,NaN
STEP,0.378378378,0.537190083,0.038461538,4,1,3.781970674,3.524266269,2.439884876,6,4.11,4.54,10,5.2,4.61,5.29,6,NaN,NaN,NaN,NaN,NaN
STEREO,0.551401869,0.263374486,0.048648649,6,3,2.484299839,2.336459734,2.240227732,1,5.95,4.63,14,5.68,5.33,6.32,6.81,4.344827586,4.5625,2.321428571,1.551724138,2.742857143
STETHOSCOPE,0.857142857,0.836065574,0.046875,11,3,1.69019608,1.633468456,2.062194846,1,8.5,4.86,NaN,5.8,5.49,4.89,5.24,5.931034483,5.724137931,1.696969697,1.4375,3.733333333
STEW,0.738636364,0.730941704,0.067708333,4,1,2.517195898,2.328379603,2.440157713,8,6.95,4.43,10,NaN,4.35,5.91,5.36,NaN,NaN,NaN,NaN,NaN
STEWARDESS,0.884615385,0.043478261,0.921212121,10,3,2.209515015,2.021189299,2.43021246,0,9.35,4.31,13,5.12,5.12,5.69,4.97,NaN,NaN,NaN,NaN,NaN
STICKER,0.569620253,0.973154362,0.030120482,7,2,2.155336037,2.025305865,2.174699993,6,4.42,4.67,19,NaN,4.61,5.6,5.52,NaN,NaN,NaN,NaN,NaN
STOCKING,0.575757576,0.861313869,0.024390244,8,2,2.130333768,2.033423755,2.347124757,4,6.68,4.86,11,5.6,4.73,5.59,5,4.965517241,3.75,2.607142857,1.310344828,2.285714286
STOMACH,0.643835616,0.583333333,0.356643357,7,2,3.237040791,3.086359831,2.422601128,0,5.26,4.89,17,4.44,5.09,4.82,5.4,NaN,NaN,NaN,NaN,NaN
STONE,0.707692308,0.855072464,0.01754386,5,1,3.316599302,2.972665592,2.255383562,8,4.44,4.72,10,5.875,4.37,5.27,7.26,NaN,NaN,NaN,NaN,NaN
STOOL,0.688888889,0.404109589,0.025,5,1,2.255272505,2.195899652,2.059160057,3,6.21,4.9,16,6.076923077,4.47,4.7,5.2,NaN,NaN,NaN,NaN,NaN
STORE,0.647058824,0.097142857,0.062111801,5,1,3.621072371,3.331629718,2.575829304,14,4.76,4.5,17,5.739130435,5.05,5.82,5.44,NaN,NaN,NaN,NaN,NaN
STOVE,0.604938272,0.159090909,0.034013605,5,1,2.588831726,2.451786436,2.174048506,7,4.32,4.96,11,5.75,5.03,5.62,6.08,NaN,NaN,NaN,NaN,NaN
STRANGER,0.620689655,0.059459459,0.943231441,8,2,3.139249218,2.994317153,2.440700073,3,4.53,3.76,NaN,3.47826087,6.22,4.02,4.84,NaN,NaN,NaN,NaN,NaN
STRAW,0.65625,0.927536232,0.068421053,5,1,2.503790683,2.392696953,2.436234111,3,4.22,4.77,16,6,4.14,5.31,5.24,NaN,NaN,NaN,NaN,NaN
STRAWBERRY,0.802083333,0.963414634,0.545851528,10,3,2.451786436,2.222716471,2.428944333,0,4.21,5,21,6.357142857,4.32,7.16,5.54,6.517241379,3.310344828,2.242424242,1.375,4.1
STREAM,0.675,0.2,0.150501672,6,1,2.613841822,2.469822016,2.575829304,2,6.47,4.5,10,4.678571429,3.25,6.52,5.09,NaN,NaN,NaN,NaN,NaN
STREET,0.671641791,0.115384615,0.038461538,6,1,3.878406888,3.533009022,2.426999558,1,4.58,4.75,15,4.708333333,5.03,5.4,5.41,NaN,NaN,NaN,NaN,NaN
STRING,0.714285714,0.943037975,0.02962963,6,1,2.810904281,2.704150517,2.177923069,5,4.94,4.76,17,5.626180837,4.46,5.38,5.62,5.689655172,3.90625,3.285714286,1.517241379,3.371428571
STUDENT,0.843137255,0.090909091,0.938202247,7,2,3.341632336,3.057285644,2.434481277,0,5.94,4.92,22,5.043478261,5.19,5.87,6.79,NaN,NaN,NaN,NaN,NaN
STUMP,0.558139535,0.378640777,0.137055838,5,1,2.100370545,1.908485019,2.23963692,3,7.58,4.78,11,4.2,4.76,4.38,4.54,NaN,NaN,NaN,NaN,NaN
STY,0.6875,0.6,0.051724138,3,1,1.301029996,1.278753601,1.292714963,9,8.65,4.19,8,3.913043478,5.36,3.15,NaN,NaN,NaN,NaN,NaN,NaN
SUBMARINE,0.734265734,0.059190031,0.077220077,9,3,2.559906625,2.149219113,2.440969611,0,7.94,4.8,13,4.826086957,5.44,5.41,4.61,2.827586207,4.413793103,2.242424242,3.75,3.866666667
SUBURB,0.670731707,0.118918919,0.085561497,6,2,1.491361694,1.477121255,2.310163194,0,9.52,3.76,15,3.208333333,4.18,5.49,5.71,2.344827586,2.413793103,2.333333333,1.625,3.4
SUBWAY,0.620689655,0.096938776,0.065656566,6,2,2.737987326,2.530199698,2.442036964,0,7.68,4.86,17,5,5.6,5.29,4.68,NaN,NaN,NaN,NaN,NaN
SUGAR,0.626865672,0.965174129,0.039106145,5,2,3.284881715,3.059563418,2.254848224,0,3.95,4.87,12,6.173913043,5.2,6.66,6.32,NaN,NaN,NaN,NaN,NaN
SUIT,0.67961165,0.3187251,0.057522124,4,1,3.544068044,3.288472801,2.329618892,9,6.67,4.97,21,6.52173913,4.89,5.73,5.17,NaN,NaN,NaN,NaN,NaN
SUITCASE,0.62745098,0.265151515,0.024590164,8,2,2.835056102,2.57054294,2.160512923,0,8.22,4.97,12,6.08,4.93,5.36,5.5,5.482758621,5,2.75,1.517241379,2.828571429
SUITE,0.638297872,0.136363636,0.052631579,5,1,2.929418926,2.646403726,2.575829304,4,9.37,4.16,13,3.166666667,4.18,6.1,6.16,2.034482759,2.827586207,2.878787879,1.21875,2.866666667
SUMMIT,0.62962963,0.070707071,0.099009901,6,2,2.23299611,1.903089987,2.575829304,2,10.11,4.21,13,3.074074074,5.37,5.86,4.45,NaN,NaN,NaN,NaN,NaN
SUN,0.764705882,0.060402685,0.184397163,3,1,3.550717423,3.291812687,2.181716874,18,3.4,4.83,14,2.086956522,4.71,7.15,4.98,NaN,NaN,NaN,NaN,NaN
SUNRISE,0.727272727,0.055555556,0.06741573,7,2,2.491361694,2.359835482,2.437661515,1,5.72,4.69,13,2.074074074,3.5,7.56,5.95,NaN,NaN,NaN,NaN,NaN
SUNSET,0.782608696,0.184210526,0.133333333,6,2,2.721810615,2.575187845,2.438782327,1,6.06,4.54,14,2.333333333,2.75,7.64,5.32,NaN,NaN,NaN,NaN,NaN
SUPERMARKET,0.727272727,0.031914894,0.095833333,11,4,2.408239965,2.267171728,2.437378405,0,4.53,4.57,NaN,4.869565217,5.23,5.87,5.28,NaN,NaN,NaN,NaN,NaN
SUPERVISOR,0.7,0.058823529,0.944223108,10,4,2.484299839,2.382017043,2.247148443,0,9.17,4.26,11,4.269230769,5.88,4.61,5.55,NaN,NaN,NaN,NaN,NaN
SUPPER,0.616541353,0.446808511,0.066929134,6,2,2.995196292,2.772321707,2.575829304,4,6.32,4.63,11,5.2,4.67,6.61,5.64,4.172413793,4.9375,2.642857143,1.413793103,4
SURF,0.666666667,0.206666667,0.076363636,4,1,2.511883361,2.201397124,2.254310981,3,7.4,4.57,NaN,3.458333333,4.79,6.36,5.18,NaN,NaN,NaN,NaN,NaN
SURGEON,0.75,0.093333333,0.958762887,7,2,2.923761961,2.699837726,2.33414028,1,8.58,4.54,8,5,6.41,5.04,5,NaN,NaN,NaN,NaN,NaN
SURVEY,0.666666667,0.819277108,0.050632911,6,2,2.357934847,2.187520721,2.447614789,3,11.26,4.08,19,3.75,5.02,5.52,6.93,NaN,NaN,NaN,NaN,NaN
SUSPECT,0.822580645,0.091428571,0.876447876,7,2,3.353146546,3.113274692,2.343914041,0,8.58,2.59,14,4.173913043,6.63,3.17,3.22,NaN,NaN,NaN,NaN,NaN
SWAMP,0.67961165,0.128205128,0.160447761,5,1,2.661812686,2.311753861,2.061439982,3,7.95,4.96,24,4.52173913,4.99,3.95,4.12,NaN,NaN,NaN,NaN,NaN
SWAN,0.702380952,0.238493724,0.928082192,4,1,2.542825427,2.033423755,2.202369787,9,6.3176,4.96,13,4.208333333,3.61,6.64,NaN,4.103448276,4.206896552,2.212121212,1.96875,3.333333333
SWATTER,0.64516129,0.775784753,0.102439024,7,2,1.079181246,1,1.315643164,6,11.43,4.04,8,NaN,5.58,4.05,NaN,NaN,NaN,NaN,NaN,NaN
SWEATER,0.696078431,0.501930502,0.044117647,7,2,2.848189117,2.669316881,2.333695909,4,5.22,4.78,14,6.592592593,3.84,5.86,5.95,5.75862069,4.84375,2.464285714,1.448275862,3.457142857
SWIMMER,0.587155963,0.074534161,0.921914358,7,2,2.281033367,1.949390007,2.435070491,3,5.11,4.77,19,NaN,4.96,6.01,6.48,NaN,NaN,NaN,NaN,NaN
SWING,0.642105263,0.307692308,0.040268456,5,1,3.122543524,2.933487288,2.204031571,9,4.16,4.54,22,5.36,4.62,6.37,6.16,NaN,NaN,NaN,NaN,NaN
SWITCH,0.480769231,0.913461538,0.019607843,6,1,3.156851901,3.000434077,2.321514965,4,4.78,4.07,NaN,4,4.98,5.05,6,4.931034483,5.09375,2,1.827586207,2.628571429
SWORD,0.576923077,0.26984127,0.04587156,5,1,3.125806458,2.665580991,2.440157713,3,5.45,4.93,18,5.461538462,6.58,5.07,6,5.931034483,5.931034483,3.03030303,5.09375,4.333333333
SYRINGE,0.739130435,0.959459459,0,7,2,2,1.892094603,2.241402728,1,10.63,4.81,NaN,5.535714286,6.75,3.19,5.39,NaN,NaN,NaN,NaN,NaN
SYRUP,0.606060606,0.875,0,5,2,2.416640507,2.198657087,2.575829304,1,5.42,4.76,12,5.16,4.37,6.21,5.25,5,3.90625,2.535714286,1.24137931,2.542857143
TABLE,0.78313253,0.151724138,0.033613445,5,2,3.731427587,3.460897843,2.325873194,5,4.39,4.9,10,6.4,4.21,5.58,5.84,4.275862069,4.3125,3.428571429,1.448275862,2.571428571
TABLET,0.561643836,0.797687861,0.008333333,6,2,1.886490725,1.612783857,2.575829304,2,6.83,4.82,17,6.517241379,4.71,5.89,6.1,NaN,NaN,NaN,NaN,NaN
TACK,0.671052632,0.95,0.052356021,4,1,2.037426498,1.86923172,2.174699993,19,6.63,4.5,12,4.083333333,5.14,4.33,5,NaN,NaN,NaN,NaN,NaN
TAG,0.604651163,0.925742574,0.016393443,3,1,2.850646235,2.683047038,2.422601128,26,5,4.25,21,4.72,4.7,5.11,5.88,NaN,NaN,NaN,NaN,NaN
TAIL,0.644736842,0.859375,0.177165354,4,1,3.086359831,2.914871818,2.436808643,14,3.7,4.96,17,4.086956522,4.79,5.3,5.32,NaN,NaN,NaN,NaN,NaN
TANGERINE,0.734177215,0.94017094,0.493589744,9,3,1.591064607,1.397940009,2.575829304,0,8.15,4.81,7,5.772727273,4.62,6.4,6,6.551724138,2.551724138,2.424242424,1.28125,3.666666667
TANK,0.64,0.131355932,0.049382716,4,1,3.116275588,2.829303773,2.442564255,14,7.17,4.8,14,4.608695652,6.1,4.55,4.92,NaN,NaN,NaN,NaN,NaN
TAPE,0.539215686,0.938271605,0.019230769,4,1,3.545554507,3.171726454,2.33235256,13,4.42,4.9,18,5.833333333,4.52,5.27,5.11,NaN,NaN,NaN,NaN,NaN
TAPIOCA,0.75,0.977777778,0.107843137,7,3,1.505149978,1.380211242,1.504219912,0,9.16,4.64,NaN,4.454545455,4.43,5.1,5.67,NaN,NaN,NaN,NaN,NaN
TAR,0.670212766,0.608695652,0.031847134,3,1,2.206825876,2.004321374,2.007120423,23,7.22,4.78,16,4.37037037,4.96,3.67,5.1,3.655172414,2.65625,1.642857143,2.310344828,3.085714286
TART,0.573770492,0.924855491,0.035460993,4,1,2.089905111,1.973127854,2.414909253,16,8.26,3.27,17,3.681818182,5.37,5.59,5.68,NaN,NaN,NaN,NaN,NaN
TAVERN,0.697674419,0.065868263,0.097222222,6,2,2.201397124,1.929418926,2.230499725,1,8.84,4.78,NaN,4.36,5.16,5.74,5,NaN,NaN,NaN,NaN,NaN
TAXI,0.642201835,0.099099099,0.075829384,4,2,3.120244796,2.824125834,2.102431847,2,7.58,4.93,7,5.464285714,5.33,5.17,4.53,NaN,NaN,NaN,NaN,NaN
TEA,0.746268657,0.9375,0.046052632,3,1,3.475816413,3.148602655,2.575829304,11,5.47,4.69,11,6.153846154,3.54,6.47,6,NaN,NaN,NaN,NaN,NaN
TEACHER,0.760869565,0.132867133,0.967567568,7,2,3.45377686,3.115943177,2.333695909,4,4.55,4.52,12,5.416666667,5.34,6.11,5.95,NaN,NaN,NaN,NaN,NaN
TEAM,0.701298701,0.051546392,0.612565445,4,1,3.876737297,3.418963831,2.324437815,11,6,3.79,17,3.954545455,5.27,6.17,6.53,NaN,NaN,NaN,NaN,NaN
TEAPOT,0.724637681,0.744680851,0.055214724,6,2,1.653212514,1.556302501,2.320026837,0,6.22,4.96,NaN,6.2,3.82,6,5.67,5.965517241,5.620689655,2.090909091,1.625,3.366666667
TECHNICIAN,0.762886598,0.060465116,0.956521739,10,3,2.123851641,2.008600172,2.330078923,0,8.82,4.1,NaN,4.56,5.12,5.43,4.81,NaN,NaN,NaN,NaN,NaN
TEENAGER,0.888888889,0.081081081,0.9375,8,3,2.546542663,2.460897843,2.244302146,1,7.22,4.34,22,5.08,5.67,5.05,4.3,NaN,NaN,NaN,NaN,NaN
TELEPHONE,0.524590164,0.707692308,0.019230769,9,3,3.218010043,2.99343623,2.311773097,1,4.63,4.96,17,NaN,5.32,5.7,6.74,NaN,NaN,NaN,NaN,NaN
TELESCOPE,0.618421053,0.1875,0.046728972,9,3,2.178976947,1.944482672,2.215231395,0,6.95,5,NaN,5.916666667,5.16,6.21,6.07,5.206896552,5.689655172,2.272727273,1.3125,3.633333333
TELEVISION,0.660714286,0.128440367,0.063829787,10,4,3.238046103,2.971275849,2.333249838,0,4.11,4.83,19,5.6,5.49,6.33,6.21,3.586206897,5.724137931,2.848484848,2.28125,3.1
TEMPLE,0.68,0.095588235,0.1015625,6,2,2.95230801,2.612783857,2.325873194,0,8.79,4.53,12,4.84,4.24,5.64,5.84,NaN,NaN,NaN,NaN,NaN
TENT,0.735632184,0.18404908,0.06875,4,1,2.950851459,2.649334859,2.338919064,17,5.16,4.96,15,5.5,4.29,5.82,5.91,NaN,NaN,NaN,NaN,NaN
TERMINAL,0.553846154,0.110169492,0.068181818,8,3,2.592176757,2.397940009,2.429897515,1,9.33,3.86,NaN,NaN,5.64,4.22,4.15,NaN,NaN,NaN,NaN,NaN
TERMITE,0.75,0.944206009,0.857142857,7,2,1.591064607,1.397940009,2.24883136,0,7.94,4.7,NaN,4.32,6.36,2.47,3.53,NaN,NaN,NaN,NaN,NaN
TERRITORY,0.652173913,0.082644628,0.066037736,9,4,2.874481818,2.718501689,2.234829088,0,8.94,3.41,NaN,NaN,5.27,5.09,6.23,NaN,NaN,NaN,NaN,NaN
THERMOMETER,0.571428571,0.931372549,0.0375,11,4,2.053078443,1.897627091,2.329618892,0,6.63,4.96,11,5.56,5.15,5.13,5.32,5.793103448,4.4375,1.785714286,1.482758621,3.514285714
THESAURUS,0.730769231,0.737288136,0.08045977,9,3,1.322219295,1.230448921,2.319526755,0,9.26,4.79,10,5.363636364,4.7,5.69,NaN,NaN,NaN,NaN,NaN,NaN
THICKET,0.657534247,0.323144105,0.275229358,7,2,1.397940009,1.278753601,1.579547518,2,7.89,4.26,NaN,NaN,4.91,4.64,4.45,NaN,NaN,NaN,NaN,NaN
THIEF,0.869565217,0.098360656,0.926315789,5,1,3.093071306,2.848189117,2.417185924,1,7.22,4.37,11,3.695652174,7.03,2.46,3.14,NaN,NaN,NaN,NaN,NaN
THIGH,0.821917808,0.447368421,0.289473684,5,1,2.283301229,2.184691431,2.105416117,0,6.42,4.9,11,5.76,4.95,5.39,5.73,NaN,NaN,NaN,NaN,NaN
THIMBLE,0.685714286,0.983333333,0,7,2,1.176091259,1.113943352,2.575829304,0,8.05,5,9,5.347826087,4.2,5.19,NaN,4.965517241,3.551724138,1.363636364,1.4375,2.833333333
THORN,0.590361446,0.963963964,0.158798283,5,1,2.416640507,1.857332496,2.575829304,3,5.9659,5,NaN,4.925925926,6.24,3.44,4.1,NaN,NaN,NaN,NaN,NaN
THREAD,0.675675676,0.95,0.044444444,6,1,2.421603927,2.324282455,2.437094116,1,7.06,4.83,6,4.76,4.15,5.43,5.5,5.206896552,3.90625,2.571428571,1.310344828,2.885714286
THRONE,0.588235294,0.102189781,0.042016807,6,1,2.645422269,2.367355921,2.420838276,2,7.28,4.64,7,5.217391304,5.64,5.57,6.19,NaN,NaN,NaN,NaN,NaN
THUMB,0.692307692,0.956284153,0.423809524,5,1,2.781036939,2.607455023,2.575829304,2,4.42,4.96,8,6.357142857,4.42,5.38,5.79,NaN,NaN,NaN,NaN,NaN
