wid,Q0,Q1,Q2,Q3
w55ecefe,No,No,No,I think this was very hard as the words had absolutely no logical connection with the picture!  And there wasn't enough time to memorize both the picture and word.  
wc530642,The instructions were very easy to follow,no,no,
wb1ef9cf,no,no,no,
we5376dc,very easy,not at all difficult,none,more difficult to remember the words than I imagined
wf2f8405,the instructions were fine,no,no,
wc436227,no,no,no,
wea85510,None,no,no,None
w30bee4a,no,no,no,
web845bc,no the instructions were clear,not at all,nope,nil
w847a72a,NO,NO,NO,"IT WAS HARD, BUT FUN!"
wc4b4858,no,no,no,no
wa1db05c,"No, all was fine",No,No,I am now really worried about my memory!
wd3872ae,okay to understand,no,no,no
w6d83164,no they were clear,no,no,I was very surprised at how many I recalled
w06610c0,no,no,no,it was really hard!
wa0150b2,no,no,no,"I was trying to correct typo's so lost time, cant remember if typos go against the final scores, so corrected to be sure."
w34451eb,no,no,no,no
w477e2d9,The instructions were clear and easy to understand.,No.,No.,It was quite fun but would have preferred the images and words to be shown twice.
w5076f4f,No,No,No,Impossible to remember more than a couple!
w087590c,no,no,no,no
wed20c5f,,,,
w8ef2e4e,all ok,no all worked well,no all good,"so difficult to remember, I'm an idiot"
wb091ff6,No,No,No,No
w21c3531,no,no,no,n/a
w5542090,"no, they were fine",no,no,no
w5ca3d29,"I feel that if I could have watched the photos again, I would have been able to remember substantially more. or a bit longer time to memorise would have helped.",no,no,
w50817af,Easy.,No.,No.,
w9b4a4d3,No,No,No,
w9a86544,"No, it was really clear.","No, it was really easy to use.",No,Thank you. This sounds like really interesting research. I hope that it goes well.
wd068188,,,,
wfefc65d,no,no,no,no
w757efc4,"The instructions were straight forward enough. The task is slightly too long. Remembering so many words was a real task. Showing the picture with the original words and asking if it is true or false would be better, but that is just me. 


",No,No issues,No further comments. Thank you for the study.
w7df6214,no they where fine,not at all,no,no
wa57a8ac,No,No,No,
wca6be25,no,no,no,
wda202d0,No the instructions were all clear and easy to understand.,No difficult at all.,No.,"Great. I just got stuck in solving maths questions, that's why forgot most of the combinations. Overall I enjoyed."
w6caf855,No,No,No,No
wa751959,instructions in 'reason for study ' were too complex,no,no,no
w7f37c50,not at all,no,none,my memory is shocking haha
w1ce3aa3,No,No,No,No
w077a3ed,"they were okay, i had to read them twice to get it though",no,no,I found this really hard to do and couldnt think  of a way to remember the words
w3735747,no,no,no,no
wb85b372,I understood everything,The introductory text was difficult to read,no ,Enjoyed the experiment 
w7d122c7,"I wasnt sure what the pairings were so didn't pay so much attention to the images that went with the words I thought there may have been word pairings, so yes found that a bit confusing.",no,no,no
w5143c2d,,,,
wf95631b,instructions were clear.,interface was easy to use.,images all seemed to work and load fine.,
w30e2481,"No, I thought they were easy to understand and just long enough.",No,No,I enjoyed the study thank you and would liked to have known the words I couldn't remember.
w42c0151,No,No,The cursor to type the word did not appear twice.,Aside from the maths I thought it extremely difficult to recall words with images.
w63ea901,They were clear as long as you read them carefully. ,No,No,"I found it hard, but if I repeated this, I'd employ better memorising strategies. "
wf429bf6,"no, all clear",no,no,took longer than expected - required quite a bit of concentration
w29988c3,confusing before the final round,no,nope,
w022fa74,not at all,not at all,no,no
w2f38e76,Everything was well explained.,Not at all.,None.,
we7f1178,,,,
w3d04b17,No,No,No,None
wb1fa6d6,not at all - i just don't appear to have a good memory!,not all all,none,great memory test
w1e35ad7,No but i got confused with my fingers when marking 1-5 at the end. In my hurry i was pressing 5 instead of 1 at first,same as above,no,Good fun - thanks - i was very bad at it :) Poor memory!
w6c2609e,no,no,no,good game!
w75d320d,Easy to understand,It worked well no issues,Everything worked well,Good experiment
we372389,"No, the instructions were clear.","No, it was straightforward to use.",No.,This was an enjoyable study. It would be interesting to know what an average score is for the memory game.
w1403d94,No,No very easy,no everything worked,all good
w608ffb7,no,no ,no ,very good study!
w4224e41,,,,
w4f7ec17,"No, instructions were good",Nope,Nope,
w086ef32,No,No,No,
wbdc7410,fine,no,no,leniency on obvious typos would be good. I put snad instead of sand so got no points.
wc5b6353,not at all,it was preferable to use only keyboard and no mouse to speed up input,none," I'd love to know what answer i missed, the one with the planes all parked up? would be cool if you gave all the correct answers at the end cause now I'm frustrated with myself. I was so close to 100%"
wac71f87,No,No,No,
w9b9584f,no,"no
","no
",none
w0fc8a35,No,No,No,
w607edab,no,no,no,no
w059711a,easy to understand and quick to read,not at all,none,
wf7e49ca,No,Not at all,No,A fun experiment
wf49c3cb,No,No,No,"Found it very, very hard to remember any of the combinations"
wcc2fc29,"No, the instructions were clear for me",not at all,no,No Thanks
wbac8641,"No, I think they were fine.",I didn't have any issues.,Everything was displayed correctly.,"My memory is appalling, I'm sorry. "
w329e700,no,no,no,none
w8bf80ba,,,,Difficult 
w13a1a1a,,,,
wd707f43,"Nope, they were good length and clearly written",It was actually one of the better ones I have had on prolific!,Nope,
wea5275a,no,no,no,none
w4519d90,Instructions were clear and easy to follow.,Interface was very intuitive to use.,No.,
wfb00606,No the instructions were clear,No it was simple to use,No,No
w1766908,,,,
we8b2435,Easy to understand - good to have a practice try to work through them,A bit - switching between Enter and Space Bar cost time.,No,No
w6c68913,No,No,No,Nope
w4559cee,No,No,No,None
w29193a6,no,no,no,unrealistic expectations to remember so many words and a false bonus of $12 advertised when it was impossible to get remotely near that.....
w01bd99c,"No, instructions were clear ",No ,No ,
w6f92bba,"No, they were good instructions",No,No,I would have liked the images to be a bit larger
w19db94a,Instructions were clear,Not at all difficult,No technical issues,I was rubbish at this!!!
wbf34f53,No.,No.,No.,It was fun.
w3f6aaa9,"No, they instructions were fine. I thought they were clear and good to be honest.","No, it was fine but it did feel high pressured. I put pressure on myself to think hard.",No,I enjoyed the task but I found it very challenging - thanks.
w82e4efd,no,no,no,
wfc69bb4,,,,
w9037e4e,No they were good.,No,No,
w5087032,not really,no,no,
w53c7ff0,The instructions were a little confusing,No,No,No
w24d8a37,No,No,No,
