wid,rt,typing_rt,word,word_type,response_type,response,type_time
w2127358,1216,1752.0,cable,low,correct,cable,1055.225000018254
w2127358,734,1240.0,pole,high,correct,pole,960.6500000227243
w2127358,712,1343.0,egypt,high,correct,egypt,1359.5900000073016
w2127358,775,1071.0,flask,low,correct,flask,768.5599999967963
w2127358,712,920.0,tape,low,correct,tape,623.0850000865757
w2127358,615,872.0,goose,low,correct,goose,656.2449999619275
w2127358,639,991.0,poet,low,correct,poet,704.6100000152364
w2127358,833,1304.0,screwdriver,high,correct,screwdriver,2815.5349999433383
w2127358,831,1128.0,dog,high,correct,dog,560.3600000031292
w2127358,888,1184.0,sister,high,correct,sister,935.2600000565872
w2127358,1080,1288.0,patrol,low,correct,patrol,920.8349999971688
w2127358,720,968.0,receipt,low,correct,receipt,2463.099999935366
w2127358,752,1137.0,escalator,low,correct,escalator,1856.4250000054017
w2127358,648,888.0,alligator,high,correct,alligator,1215.0350000010803
w2127358,752,1016.0,snob,high,correct,snob,903.4349999856204
w2127358,1055,1576.0,contract,low,correct,contract,1343.3749999385327
w1ebf7e3,3924,4534.0,cane,low,correct,cane,938.6349999986123
w1ebf7e3,17640,21621.0,coal,low,other,risk,4235.630000000994
w1ebf7e3,2541,2999.0,stamp,low,correct,stamp,920.0399999991059
w1ebf7e3,3051,3456.0,scout,low,correct,scout,850.8149999997695
w1ebf7e3,1152,1572.0,cent,low,correct,cent,1399.3850000006496
w1ebf7e3,879,1356.0,tombstone,high,correct,tombstone,1801.2650000000722
w1ebf7e3,781,1142.0,friar,high,correct,friar,839.0849999996135
w1ebf7e3,861,2035.0,noose,high,correct,noose,1565.1350000007078
w1ebf7e3,1323,1595.0,youth,high,correct,youth,690.6199999994133
w1ebf7e3,1682,2446.0,radio,low,correct,radio,1255.2649999997811
w1ebf7e3,611,1357.0,thief,high,correct,thief,1260.4449999998906
w1ebf7e3,572,,fan,low,other,,41526.43999999965
w1ebf7e3,640,1274.0,bluejay,high,correct,bluejay,1374.3499999999767
w1ebf7e3,1232,1573.0,puppy,high,correct,puppy,1672.9699999996228
w1ebf7e3,588,1892.0,film,low,correct,film,1684.1449999993201
w1ebf7e3,608,1509.0,stethoscope,high,correct,stethoscope,2804.8850000014063
w1ebf7e3,860,1143.0,delinquent,high,correct,delinquent,1563.0949999995064
w1ebf7e3,2390,2646.0,goose,low,correct,goose,772.1399999991991
w1ebf7e3,588,968.0,mummy,high,correct,mummy,989.2400000006892
w1ebf7e3,586,926.0,buckle,low,correct,buckle,807.0050000005867
w296f020,10634,13857.0,spaghetti,low,intrusion,gangster,4692.6199999997625
w296f020,1964,2624.0,scout,low,correct,scout,1455.2249999996275
w296f020,1608,2550.0,dog,high,correct,dog,1301.7849999996834
w296f020,5311,5776.0,army,high,correct,army,1021.1150000004563
w296f020,3450,3946.0,youth,high,intrusion,teenager,2205.41500000027
w296f020,1378,1692.0,gangster,high,correct,gangster,2190.539999999688
w296f020,2640,3121.0,deodorant,low,correct,deodorant,2101.094999999972
w296f020,5716,6212.0,delinquent,high,correct,delinquent,1995.434999999823
w296f020,6749,7184.0,pelt,low,correct,pelt,780.7800000000279
w296f020,13877,36061.0,teenager,high,other,kids,22739.20999999973
w296f020,2070,2431.0,smog,low,correct,smog,720.430000000284
w296f020,2161,2520.0,contract,low,correct,contract,1770.6500000003725
w296f020,5267,19711.0,bulb,low,other,no idea,15285.264999999548
w296f020,1155,2041.0,cop,high,correct,cop,1154.9399999994785
w296f020,5042,6000.0,stamp,low,other,beauty,1617.615000000107
w296f020,9646,12645.0,outdoors,low,other,no,3224.9600000004284
w296f020,1546,2085.0,astronaut,high,correct,astronaut,3931.3549999997485
w296f020,1965,2385.0,indian,high,correct,indian,1260.245000000461
w296f020,2610,3420.0,tape,low,other,cheap,1276.6099999998696
w296f020,1469,2325.0,adult,high,other,no,1171.0250000006054
wee7f036,6239,12246.0,stamp,low,intrusion,father,11502.510000020266
wee7f036,2440,3293.0,rebel,low,correct,rebel,1704.2950000031851
wee7f036,1977,3081.0,queen,high,correct,queen,1698.9049999974668
wee7f036,2622,3137.0,father,high,correct,father,1947.7099999785423
wee7f036,29642,30813.0,alligator,high,other,girl,1847.81499998644
wee7f036,11408,12284.0,gangster,high,correct,gangster,2430.3450000006706
wee7f036,19178,21458.0,film,low,intrusion,rider,2818.154999986291
wee7f036,3388,4359.0,course,low,intrusion,boy,1582.620000001043
wee7f036,3898,4507.0,rider,low,correct,rider,1364.6500000031665
wee7f036,2725,12819.0,adult,high,intrusion,patrol,11087.390000000596
wee7f036,1335,2209.0,cat,high,correct,cat,1346.7000000237022
wee7f036,3008,3701.0,patrol,low,correct,patrol,1605.150000017602
wee7f036,1192,1968.0,boy,high,correct,boy,1356.6250000149012
wee7f036,2746,3704.0,saliva,low,correct,saliva,1888.1850000179838
wee7f036,1052,1802.0,indian,high,correct,indian,2206.4700000046287
wee7f036,1310,5480.0,puppy,high,intrusion,spouse,5271.710000000894
wee7f036,11280,12248.0,outdoors,low,other,mother,1930.9350000112318
wee7f036,1028,1792.0,spouse,high,correct,spouse,2359.4950000115205
wee7f036,3563,5175.0,step,low,other,tier,2945.4850000038277
wee7f036,11456,12470.0,smog,low,other,tier,1423.7599999760278
wd2c30ac,15158,16685.0,scout,low,other,tent,5656.170000002021
wd2c30ac,4832,6170.0,sister,high,correct,sister,4829.1700000118
wd2c30ac,2616,3815.0,juvenile,high,correct,juvenile,8739.065000001574
wd2c30ac,2127,3527.0,volcano,low,correct,volcano,4493.084999965504
wd2c30ac,12163,13762.0,receipt,low,intrusion,winner,3394.9849999626167
wd2c30ac,8851,10562.0,beer,high,correct,beer,3077.6999999652617
wd2c30ac,5913,7375.0,pick,low,intrusion,winner,3406.9499999750406
wd2c30ac,10614,12672.0,joker,low,intrusion,winner,4017.0599999837577
wd2c30ac,5408,6873.0,cable,low,correct,cable,6408.41500001261
wd2c30ac,2612,4289.0,knife,high,correct,knife,4621.214999991935
wd2c30ac,13715,15188.0,hammer,high,intrusion,winner,3538.6650000000373
wd2c30ac,1681,3102.0,calendar,low,correct,calendar,6938.985000015236
wd2c30ac,5633,7367.0,needle,high,correct,needle,4343.359999998938
wd2c30ac,12578,14549.0,rebel,low,intrusion,joker,3951.6050000092946
wd2c30ac,9815,11151.0,cane,low,intrusion,winner,2950.7549999980256
wd2c30ac,2249,3436.0,pole,high,correct,pole,4026.799999992363
wd2c30ac,2749,4986.0,egypt,high,correct,egypt,8545.370000007097
wd2c30ac,26975,28461.0,stewardess,high,correct,stewardess,25935.315000009723
wd2c30ac,1939,3487.0,nurse,high,correct,nurse,4984.909999999218
wd2c30ac,15421,16220.0,winner,low,correct,winner,2130.3199999965727
w0397f32,7545,8616.0,rebel,low,correct,rebel,1915.9949999302626
w0397f32,15321,16760.0,film,low,other,picture,2343.389999936335
w0397f32,1790,2623.0,puppy,high,correct,puppy,1677.4900000309572
w0397f32,2024,2652.0,step,low,correct,step,1323.7600000575185
w0397f32,2380,3057.0,dog,high,correct,dog,1071.3350001024082
w0397f32,832,1397.0,outdoors,low,other,outside,1581.37499995064
w0397f32,1036,1900.0,spouse,high,correct,spouse,1677.6850000023842
w0397f32,1632,2368.0,transplant,low,correct,transplant,2951.0149999987334
w0397f32,2040,2789.0,tape,low,correct,tape,1684.3949999893084
w0397f32,1003,1703.0,saliva,low,correct,saliva,2760.080000036396
w0397f32,1354,2283.0,coward,high,correct,coward,2025.9450000012293
w0397f32,5227,5944.0,boyfriend,high,correct,boyfriend,3709.885000018403
w0397f32,1217,1777.0,ancestor,high,correct,ancestor,2259.730000048876
w0397f32,1928,2562.0,alligator,high,correct,alligator,2345.854999963194
w0397f32,1300,1979.0,cane,low,correct,cane,1173.9549998892471
w0397f32,752,1461.0,priest,high,correct,priest,1773.0849999934435
w0397f32,1195,2142.0,astronaut,high,correct,astronaut,2469.359999988228
w0397f32,1020,1698.0,knife,high,correct,knife,1421.4250000659376
w0397f32,1754,2399.0,volcano,low,correct,volcano,1834.0450000250712
w0397f32,877,1546.0,clamp,low,correct,clamp,1482.5849999906495
wb911c9e,8613,9621.0,nerve,low,correct,nerve,2366.0
wb911c9e,4787,5510.0,bathroom,low,correct,bathroom,2262.0
wb911c9e,3097,3818.0,noose,high,correct,noose,1740.0
wb911c9e,1273,1958.0,saliva,low,correct,saliva,2006.0
wb911c9e,1355,1947.0,transplant,low,correct,transplant,4378.0
wb911c9e,1595,2306.0,gangster,high,correct,gangster,3221.0
wb911c9e,3457,3952.0,screwdriver,high,correct,screwdriver,3192.0
wb911c9e,2797,3790.0,spouse,high,correct,spouse,2716.0
wb911c9e,3323,4082.0,brother,high,correct,brother,2640.0
wb911c9e,1322,2290.0,fan,low,correct,fan,1621.0
wb911c9e,4693,5484.0,tape,low,correct,tape,1787.0
wb911c9e,1576,2234.0,boy,high,correct,boy,1281.0
wb911c9e,1280,4795.0,egypt,high,correct,egypt,4756.0
wb911c9e,1310,1841.0,mummy,high,correct,mummy,1574.0
wb911c9e,1434,2026.0,army,high,correct,army,1763.0
wb911c9e,4860,5836.0,switch,low,correct,switch,4934.0
wb911c9e,1929,2781.0,teenager,high,correct,teenager,3165.0
wb911c9e,1737,2600.0,photo,low,correct,photo,2682.0
wb911c9e,1462,2189.0,winner,low,correct,winner,2235.0
wb911c9e,1247,1876.0,chime,low,correct,chime,4392.0
w4bede45,8916,9922.0,tombstone,high,correct,tombstone,2582.7449999997043
w4bede45,1771,2354.0,poet,low,correct,poet,1239.0999999988708
w4bede45,3010,3896.0,pick,low,correct,pick,1475.4999999931897
w4bede45,1634,2407.0,father,high,correct,father,2107.9549999994924
w4bede45,2792,3553.0,noose,high,correct,noose,1445.8099999974947
w4bede45,12883,13727.0,smog,low,correct,smog,1555.305000001681
w4bede45,1666,2230.0,winner,low,correct,winner,1237.3299999962328
w4bede45,3614,4562.0,photo,low,correct,photo,1992.8549999968382
w4bede45,3956,4725.0,receipt,low,correct,receipt,2950.9449999968056
w4bede45,2477,3312.0,rider,low,correct,rider,1624.5449999987613
w4bede45,2957,3414.0,delinquent,high,correct,delinquent,2830.775000002235
w4bede45,4315,5116.0,friar,high,correct,friar,2190.964999994263
w4bede45,2668,3620.0,toaster,low,correct,toaster,2618.589999998221
w4bede45,2002,2762.0,pole,high,correct,pole,1372.3299999984447
w4bede45,1430,3490.0,bathroom,low,correct,bathroom,4811.970000002533
w4bede45,1732,2410.0,teenager,high,correct,teenager,2272.8200000055367
w4bede45,20347,,joker,low,other,,2520.3249999977415
w4bede45,6006,,giraffe,high,other,,513.3300000014715
w4bede45,13025,13658.0,coward,high,correct,coward,1736.9899999976624
w4bede45,4568,4825.0,astronaut,high,correct,astronaut,1660.0949999992736
